Unnamed: 0,Trajectory,Disease list,Drug,FDR,Disease Consensus Name List,Result,reasoning_short,Extracted_Symptom,Harmonized_Symptom
9719,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Paroxetine,0.041640931,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,"Commonly used for anxiety and depression, which can be associated with the conditions listed; indirect clinical support (observational/accepted practice). Not specific to the full combo.",anxiety and depression,anxiety and depression
9720,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Hydrocortisone,0.010177448,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,"Hydrocortisone is commonly used for inflammatory and immune-related conditions, which aligns with several conditions in the trajectory such as hypertensive renal disease, inflammatory polyneuropathy, and systemic involvement of connective tissue. Evidence supports its use in managing inflammation and immune responses.",inflammatory and immune-related conditions,inflammation and immune response
9721,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Pseudoephedrine,0.004422843,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,Commonly used for hypertension and related conditions; indirect clinical support (observational/accepted practice). Not specific to the full combo.,hypertension and related conditions,hypertension and related symptoms
9722,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Telmisartan,0.032815232,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,Telmisartan is commonly used for hypertension and related renal conditions; evidence supports its use in managing blood pressure and renal function in this trajectory.,hypertension and related renal conditions,hypertension in renal failure
9723,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Amiodarone,0.015895784,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,"Amiodarone is commonly used for arrhythmias, which can be associated with hypertensive heart and renal disease, and other circulatory system disorders; indirect clinical support (observational/accepted practice). Not specific to the full combo.",arrhythmias,arrhythmias
9724,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Carvedilol,0.000402232,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,"Carvedilol is commonly used for hypertension and heart failure, which aligns with the conditions in the trajectory. It is also used for reducing mortality and morbidity in patients with heart failure and reduced ejection fraction, providing indirect support for its use in related conditions.",hypertension and heart failure,hypertension and heart disease
9725,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Desipramine,0.030218208,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,"Desipramine is used for managing symptoms like agitation and insomnia, which are relevant to the trajectory conditions; indirect clinical support (observational/accepted practice). Not specific to the full combo.",symptoms like agitation and insomnia,agitation and insomnia
9727,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Captopril,7.763167314491373e-05,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,Captopril is commonly used for hypertension and renal conditions; evidence supports its use in managing blood pressure and renal function in the trajectory's conditions.,hypertension and renal conditions,hypertension in renal failure
9728,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Clomipramine,0.026069966,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,Commonly used for agitation/psychosis in substance-related presentations; indirect clinical support (observational/accepted practice). Not specific to the full combo.,agitation/psychosis in substance-related presentations,agitation in substance-related disorders
9729,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Exenatide,0.045689221,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,"Exenatide is used for managing blood glucose levels, which is relevant for conditions like hypertensive renal disease and disorders of circulatory system due to its effect on glucose metabolism; indirect clinical support (observational/accepted practice).",blood glucose levels,blood sugar levels
9730,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Glucosamine,0.047985523,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,"Glucosamine is commonly used for joint-related conditions, which may be relevant for disorders of circulatory system and inflammatory spondylopathies; indirect clinical support (observational/accepted practice). Not specific to the full combo.",joint-related conditions,osteoarthritis
9731,218,"['I12', 'I13', 'N25', 'E72', 'G61', 'I10', 'I30', 'I62', 'I99', 'L23', 'L73', 'M35', 'M46', 'M80', 'N05', 'E26', 'L05', 'N12']",Clenbuterol,0.047985523,"['hypertensive renal disease', 'hypertensive heart and renal disease', 'disorders resulting from impaired renal tubular function', 'disorders of amino-acid metabolism', 'inflammatory polyneuropathy', 'essential (primary) hypertension', 'acute pericarditis', 'nontraumatic intracranial haemorrhage', 'disorders of circulatory system', 'allergic contact dermatitis', 'follicular disorders', 'systemic involvement of connective tissue', 'inflammatory spondylopathies', 'osteoporosis with pathological fracture', 'minor glomerular abnormality', 'hyperaldosteronism', 'pilonidal cyst', 'tubulo-interstitial nephritis']",1,"Clenbuterol is used for asthma and COPD, which can be related to disorders of circulatory system and inflammatory spondylopathies; indirect clinical support (observational/accepted practice). Not specific to the full combo.",asthma and copd,asthma and copd
